'Time and date','Fc5.','Fc3.','Fc1.','Fcz.','Fc2.','Fc4.','Fc6.','C5..','C3..','C1..','Cz..','C2..','C4..','C6..','Cp5.','Cp3.','Cp1.','Cpz.','Cp2.','Cp4.','Cp6.','Fp1.','Fpz.','Fp2.','Af7.','Af3.','Afz.','Af4.','Af8.','F7..','F5..','F3..','F1..','Fz..','F2..','F4..','F6..','F8..','Ft7.','Ft8.','T7..','T8..','T9..','T10.','Tp7.','Tp8.','P7..','P5..','P3..','P1..','Pz..','P2..','P4..','P6..','P8..','Po7.','Po3.','Poz.','Po4.','Po8.','O1..','Oz..','O2..','Iz..','EDF Annotations'
'[16:17:00.250 12/08/2009]',5.000,10.000,6.000,7.000,11.000,5.000,-4.000,123.000,15.000,13.000,11.000,16.000,16.000,12.000,16.000,24.000,23.000,19.000,23.000,22.000,14.000,-51.000,-40.000,-24.000,-16.000,-16.000,-12.000,-15.000,-24.000,-10.000,-4.000,-3.000,-6.000,-1.000,-3.000,-2.000,-11.000,-13.000,-1.000,-6.000,5.000,-3.000,4.000,-10.000,8.000,2.000,11.000,17.000,18.000,21.000,20.000,24.000,17.000,16.000,6.000,8.000,12.000,19.000,15.000,-10.000,8.000,11.000,10.000,3.000,0.000
'[16:17:00.256 12/08/2009]',6.000,15.000,17.000,21.000,26.000,20.000,16.000,53.000,22.000,22.000,23.000,26.000,18.000,16.000,12.000,18.000,19.000,13.000,19.000,18.000,13.000,-42.000,-26.000,-8.000,-14.000,-17.000,-3.000,-1.000,-6.000,-12.000,-3.000,-2.000,6.000,3.000,3.000,8.000,6.000,-4.000,-7.000,2.000,-10.000,1.000,-7.000,-6.000,-9.000,-2.000,-4.000,1.000,0.000,3.000,4.000,10.000,4.000,5.000,-5.000,-7.000,-4.000,4.000,2.000,-22.000,-6.000,-4.000,-5.000,-7.000,0.000
'[16:17:00.263 12/08/2009]',17.000,23.000,39.000,37.000,42.000,36.000,40.000,-249.000,26.000,23.000,31.000,30.000,10.000,14.000,-10.000,-3.000,2.000,-2.000,4.000,6.000,6.000,-29.000,-11.000,8.000,-8.000,-14.000,0.000,5.000,4.000,-15.000,-6.000,-4.000,12.000,3.000,3.000,6.000,6.000,12.000,-13.000,13.000,-24.000,7.000,-20.000,1.000,-18.000,-5.000,-16.000,-11.000,-12.000,-10.000,-7.000,2.000,-2.000,0.000,-6.000,-16.000,-12.000,-2.000,-2.000,-24.000,-12.000,-6.000,-8.000,-8.000,0.000
'[16:17:00.269 12/08/2009]',-2.000,2.000,8.000,12.000,20.000,10.000,7.000,59.000,-2.000,-4.000,2.000,4.000,1.000,10.000,-14.000,-8.000,-6.000,-10.000,-4.000,-1.000,1.000,-37.000,-21.000,-3.000,-15.000,-22.000,-7.000,-4.000,-8.000,-21.000,-12.000,-11.000,2.000,-3.000,-7.000,-4.000,-10.000,-6.000,-15.000,-1.000,-21.000,-1.000,-17.000,-3.000,-19.000,-7.000,-17.000,-14.000,-17.000,-16.000,-14.000,-6.000,-11.000,-6.000,-10.000,-20.000,-16.000,-10.000,-10.000,-30.000,-16.000,-11.000,-13.000,-16.000,0.000
'[16:17:00.275 12/08/2009]',-22.000,-16.000,-16.000,-15.000,-4.000,-12.000,-11.000,53.000,-16.000,-19.000,-15.000,-11.000,-11.000,-2.000,-16.000,-12.000,-13.000,-17.000,-12.000,-9.000,-9.000,-42.000,-27.000,-10.000,-20.000,-33.000,-11.000,-8.000,-11.000,-28.000,-14.000,-13.000,6.000,-6.000,-10.000,-6.000,-11.000,-14.000,-18.000,-7.000,-19.000,-4.000,-16.000,-3.000,-11.000,-7.000,-13.000,-11.000,-13.000,-12.000,-12.000,-5.000,-10.000,-5.000,-7.000,-16.000,-11.000,-6.000,-7.000,-27.000,-11.000,-7.000,-8.000,-11.000,0.000
'[16:17:00.281 12/08/2009]',-6.000,-1.000,2.000,2.000,11.000,3.000,8.000,-38.000,1.000,-3.000,0.000,2.000,-2.000,7.000,-5.000,0.000,-1.000,-2.000,-2.000,-1.000,-3.000,-27.000,-11.000,7.000,-5.000,-17.000,2.000,3.000,1.000,-12.000,-2.000,-2.000,4.000,3.000,4.000,4.000,3.000,4.000,-7.000,4.000,-9.000,0.000,-6.000,4.000,1.000,-4.000,-5.000,-3.000,-4.000,-3.000,-4.000,3.000,-2.000,0.000,-5.000,-10.000,-5.000,0.000,1.000,-23.000,-5.000,1.000,-2.000,1.000,0.000
'[16:17:00.288 12/08/2009]',6.000,11.000,11.000,14.000,17.000,13.000,17.000,-1.000,15.000,10.000,13.000,14.000,5.000,15.000,3.000,7.000,7.000,7.000,6.000,6.000,3.000,-26.000,-11.000,7.000,-2.000,-17.000,2.000,3.000,1.000,-5.000,1.000,1.000,16.000,3.000,4.000,5.000,5.000,2.000,1.000,8.000,-2.000,5.000,3.000,1.000,7.000,2.000,7.000,8.000,8.000,8.000,8.000,16.000,11.000,11.000,4.000,1.000,6.000,14.000,13.000,-12.000,6.000,13.000,8.000,11.000,0.000
'[16:17:00.294 12/08/2009]',32.000,32.000,42.000,39.000,33.000,37.000,42.000,-249.000,44.000,35.000,39.000,35.000,12.000,18.000,8.000,9.000,11.000,12.000,11.000,13.000,12.000,-36.000,-22.000,-3.000,-12.000,-27.000,-9.000,-6.000,-6.000,-15.000,-8.000,-10.000,23.000,-7.000,-9.000,-6.000,-7.000,-13.000,-7.000,-4.000,-6.000,0.000,-4.000,-3.000,2.000,3.000,2.000,4.000,5.000,4.000,6.000,14.000,10.000,13.000,6.000,-2.000,4.000,12.000,12.000,-10.000,3.000,12.000,7.000,10.000,0.000
'[16:17:00.300 12/08/2009]',5.000,4.000,9.000,9.000,6.000,10.000,12.000,-130.000,10.000,4.000,5.000,6.000,2.000,9.000,-4.000,-5.000,-2.000,-5.000,1.000,5.000,6.000,-50.000,-35.000,-17.000,-27.000,-33.000,-27.000,-22.000,-17.000,-27.000,-26.000,-28.000,8.000,-24.000,-20.000,-20.000,-20.000,-23.000,-15.000,-12.000,-9.000,-5.000,-4.000,-8.000,-3.000,0.000,-3.000,-1.000,-5.000,-6.000,-3.000,3.000,2.000,6.000,0.000,-4.000,-2.000,5.000,2.000,-17.000,-2.000,5.000,1.000,4.000,0.000
'[16:17:00.306 12/08/2009]',-22.000,-22.000,-23.000,-22.000,-19.000,-11.000,0.000,-44.000,-13.000,-17.000,-16.000,-12.000,-5.000,6.000,-8.000,-11.000,-11.000,-13.000,-8.000,-1.000,-1.000,-50.000,-36.000,-18.000,-27.000,-43.000,-32.000,-26.000,-23.000,-24.000,-29.000,-31.000,12.000,-30.000,-23.000,-22.000,-21.000,-23.000,-12.000,-7.000,-7.000,0.000,3.000,-11.000,-12.000,-5.000,-1.000,1.000,-6.000,-7.000,-6.000,-4.000,-4.000,-3.000,-7.000,-4.000,-3.000,1.000,-4.000,-26.000,-3.000,1.000,-5.000,-3.000,0.000
'[16:17:00.313 12/08/2009]',-3.000,-7.000,-2.000,-6.000,-9.000,-3.000,3.000,-234.000,2.000,-6.000,-3.000,-4.000,-12.000,2.000,-4.000,-7.000,-11.000,-6.000,-11.000,-7.000,-7.000,-43.000,-30.000,-13.000,-20.000,-45.000,-27.000,-25.000,-21.000,-15.000,-21.000,-22.000,13.000,-26.000,-20.000,-24.000,-25.000,-16.000,-6.000,-6.000,-7.000,-5.000,7.000,-1.000,-3.000,-10.000,2.000,1.000,-5.000,-4.000,-7.000,-6.000,-7.000,-6.000,-8.000,-1.000,-1.000,1.000,-5.000,-26.000,-2.000,4.000,-3.000,2.000,0.000
'[16:17:00.319 12/08/2009]',-1.000,-8.000,-12.000,-10.000,-15.000,-15.000,-13.000,23.000,-7.000,-14.000,-14.000,-14.000,-16.000,-5.000,-4.000,-5.000,-8.000,-3.000,-11.000,-11.000,-11.000,-41.000,-29.000,-15.000,-17.000,-39.000,-24.000,-22.000,-19.000,-14.000,-17.000,-18.000,6.000,-25.000,-14.000,-24.000,-26.000,-12.000,-5.000,-13.000,-4.000,-11.000,7.000,-1.000,13.000,-8.000,4.000,1.000,-7.000,-6.000,-10.000,-8.000,-8.000,-7.000,-6.000,1.000,0.000,0.000,-5.000,-23.000,-2.000,2.000,-3.000,-1.000,0.000
'[16:17:00.325 12/08/2009]',-10.000,-13.000,-18.000,-16.000,-23.000,-18.000,-11.000,-69.000,-10.000,-16.000,-16.000,-16.000,-17.000,-8.000,-10.000,-11.000,-14.000,-13.000,-15.000,-13.000,-12.000,-46.000,-33.000,-20.000,-25.000,-41.000,-28.000,-24.000,-23.000,-25.000,-23.000,-24.000,10.000,-31.000,-20.000,-25.000,-25.000,-12.000,-17.000,-11.000,-16.000,-8.000,-11.000,-4.000,-5.000,-5.000,-8.000,-8.000,-16.000,-15.000,-17.000,-15.000,-13.000,-12.000,-9.000,-10.000,-10.000,-7.000,-11.000,-27.000,-11.000,-6.000,-11.000,-12.000,0.000
'[16:17:00.331 12/08/2009]',-16.000,-16.000,-17.000,-16.000,-20.000,-17.000,-8.000,-161.000,-16.000,-22.000,-22.000,-19.000,-23.000,-10.000,-23.000,-23.000,-25.000,-21.000,-26.000,-21.000,-19.000,-56.000,-44.000,-24.000,-36.000,-45.000,-37.000,-33.000,-33.000,-34.000,-31.000,-32.000,6.000,-39.000,-30.000,-33.000,-34.000,-14.000,-28.000,-16.000,-31.000,-17.000,-25.000,-10.000,-25.000,-15.000,-20.000,-18.000,-26.000,-26.000,-29.000,-25.000,-23.000,-22.000,-19.000,-20.000,-18.000,-17.000,-20.000,-37.000,-19.000,-13.000,-20.000,-18.000,0.000
'[16:17:00.338 12/08/2009]',-30.000,-30.000,-38.000,-36.000,-35.000,-33.000,-26.000,180.000,-31.000,-36.000,-39.000,-31.000,-26.000,-14.000,-24.000,-24.000,-29.000,-25.000,-30.000,-25.000,-23.000,-56.000,-44.000,-23.000,-37.000,-46.000,-36.000,-34.000,-32.000,-31.000,-31.000,-31.000,4.000,-36.000,-28.000,-32.000,-35.000,-16.000,-25.000,-18.000,-26.000,-21.000,-20.000,-13.000,-20.000,-15.000,-12.000,-12.000,-21.000,-23.000,-25.000,-22.000,-21.000,-19.000,-17.000,-14.000,-13.000,-15.000,-17.000,-35.000,-14.000,-10.000,-16.000,-16.000,0.000
'[16:17:00.344 12/08/2009]',-31.000,-29.000,-39.000,-41.000,-36.000,-30.000,-23.000,3.000,-26.000,-31.000,-33.000,-26.000,-21.000,-15.000,-17.000,-16.000,-21.000,-21.000,-23.000,-19.000,-18.000,-54.000,-42.000,-24.000,-37.000,-44.000,-32.000,-30.000,-24.000,-30.000,-28.000,-27.000,5.000,-30.000,-20.000,-26.000,-30.000,-17.000,-20.000,-18.000,-21.000,-12.000,-16.000,-19.000,-15.000,-10.000,-9.000,-6.000,-14.000,-14.000,-18.000,-15.000,-15.000,-14.000,-12.000,-9.000,-9.000,-10.000,-12.000,-31.000,-11.000,-5.000,-12.000,-10.000,0.000
'[16:17:00.350 12/08/2009]',-23.000,-18.000,-26.000,-25.000,-22.000,-20.000,-18.000,95.000,-17.000,-22.000,-22.000,-20.000,-17.000,-8.000,-12.000,-11.000,-13.000,-11.000,-18.000,-16.000,-14.000,-53.000,-42.000,-25.000,-35.000,-36.000,-28.000,-26.000,-23.000,-30.000,-23.000,-23.000,-6.000,-23.000,-14.000,-22.000,-24.000,-16.000,-15.000,-14.000,-20.000,-7.000,-17.000,-18.000,-17.000,-11.000,-13.000,-8.000,-15.000,-17.000,-20.000,-18.000,-17.000,-14.000,-13.000,-14.000,-13.000,-13.000,-13.000,-32.000,-15.000,-11.000,-14.000,-13.000,0.000
'[16:17:00.356 12/08/2009]',-23.000,-16.000,-21.000,-18.000,-17.000,-17.000,-13.000,131.000,-14.000,-18.000,-17.000,-17.000,-17.000,-4.000,-11.000,-11.000,-14.000,-13.000,-17.000,-15.000,-11.000,-49.000,-37.000,-18.000,-34.000,-32.000,-22.000,-21.000,-18.000,-23.000,-16.000,-16.000,2.000,-16.000,-10.000,-14.000,-15.000,-13.000,-13.000,-8.000,-15.000,-4.000,-12.000,-14.000,-10.000,-8.000,-2.000,-1.000,-10.000,-14.000,-14.000,-15.000,-12.000,-8.000,-8.000,-6.000,-5.000,-8.000,-9.000,-27.000,-7.000,-6.000,-10.000,-10.000,0.000
'[16:17:00.363 12/08/2009]',-5.000,-1.000,1.000,0.000,-4.000,-3.000,6.000,-154.000,4.000,-3.000,0.000,-5.000,-14.000,-1.000,-4.000,-4.000,-6.000,-3.000,-11.000,-10.000,-6.000,-43.000,-31.000,-12.000,-31.000,-23.000,-16.000,-16.000,-10.000,-16.000,-12.000,-12.000,8.000,-12.000,-4.000,-14.000,-15.000,-1.000,-13.000,-6.000,-20.000,-7.000,-18.000,-2.000,-10.000,-6.000,2.000,3.000,-2.000,-8.000,-10.000,-10.000,-8.000,-6.000,-7.000,-1.000,-1.000,-7.000,-8.000,-27.000,-4.000,-3.000,-10.000,-5.000,0.000
'[16:17:00.369 12/08/2009]',-11.000,-6.000,-12.000,-9.000,-13.000,-21.000,-17.000,105.000,-4.000,-11.000,-12.000,-16.000,-18.000,-4.000,-6.000,-4.000,-4.000,-5.000,-12.000,-12.000,-10.000,-51.000,-39.000,-23.000,-39.000,-32.000,-25.000,-26.000,-20.000,-31.000,-21.000,-22.000,3.000,-20.000,-15.000,-26.000,-27.000,-6.000,-21.000,-10.000,-21.000,-13.000,-18.000,-4.000,-17.000,-12.000,-6.000,-4.000,-7.000,-12.000,-15.000,-14.000,-16.000,-13.000,-13.000,-8.000,-7.000,-13.000,-16.000,-35.000,-11.000,-11.000,-20.000,-18.000,0.000
'[16:17:00.375 12/08/2009]',-23.000,-14.000,-14.000,-13.000,-15.000,-21.000,-15.000,-26.000,-6.000,-10.000,-9.000,-13.000,-18.000,-10.000,-13.000,-10.000,-7.000,-18.000,-12.000,-12.000,-12.000,-55.000,-43.000,-28.000,-42.000,-44.000,-26.000,-26.000,-25.000,-32.000,-22.000,-21.000,8.000,-20.000,-13.000,-21.000,-21.000,-12.000,-15.000,-10.000,-8.000,-7.000,0.000,1.000,2.000,-8.000,3.000,2.000,-2.000,-5.000,-9.000,-6.000,-8.000,-7.000,-6.000,1.000,1.000,-5.000,-9.000,-30.000,-2.000,-3.000,-12.000,-9.000,0.000
'[16:17:00.381 12/08/2009]',-2.000,6.000,15.000,14.000,11.000,5.000,11.000,-235.000,12.000,7.000,10.000,6.000,-4.000,1.000,-4.000,-3.000,0.000,-6.000,-3.000,-2.000,-2.000,-43.000,-32.000,-15.000,-33.000,-36.000,-20.000,-16.000,-16.000,-22.000,-17.000,-17.000,10.000,-15.000,-5.000,-14.000,-14.000,-7.000,-16.000,-10.000,-15.000,-4.000,-7.000,-4.000,-7.000,-10.000,-8.000,-7.000,-12.000,-14.000,-17.000,-12.000,-13.000,-13.000,-12.000,-12.000,-13.000,-15.000,-18.000,-37.000,-15.000,-13.000,-20.000,-16.000,0.000
'[16:17:00.388 12/08/2009]',-26.000,-19.000,-19.000,-16.000,-16.000,-17.000,-10.000,15.000,-20.000,-24.000,-20.000,-17.000,-17.000,-8.000,-28.000,-26.000,-23.000,-26.000,-22.000,-18.000,-17.000,-58.000,-45.000,-28.000,-48.000,-54.000,-37.000,-31.000,-25.000,-41.000,-37.000,-37.000,8.000,-34.000,-25.000,-27.000,-28.000,-13.000,-39.000,-16.000,-49.000,-13.000,-44.000,-16.000,-46.000,-16.000,-37.000,-34.000,-36.000,-35.000,-35.000,-27.000,-27.000,-24.000,-19.000,-36.000,-33.000,-29.000,-29.000,-44.000,-31.000,-27.000,-28.000,-31.000,0.000
'[16:17:00.394 12/08/2009]',-34.000,-28.000,-22.000,-21.000,-19.000,-12.000,-3.000,-145.000,-23.000,-25.000,-20.000,-16.000,-20.000,-12.000,-41.000,-40.000,-32.000,-37.000,-27.000,-20.000,-17.000,-55.000,-41.000,-24.000,-42.000,-54.000,-32.000,-24.000,-17.000,-38.000,-35.000,-34.000,12.000,-31.000,-15.000,-17.000,-19.000,-1.000,-36.000,-3.000,-47.000,-4.000,-43.000,-4.000,-44.000,-7.000,-40.000,-34.000,-35.000,-33.000,-30.000,-21.000,-22.000,-15.000,-12.000,-34.000,-30.000,-24.000,-21.000,-37.000,-28.000,-21.000,-21.000,-23.000,0.000
'[16:17:00.400 12/08/2009]',-24.000,-20.000,-13.000,-11.000,-4.000,-1.000,11.000,-4.000,-21.000,-21.000,-17.000,-11.000,-8.000,1.000,-32.000,-31.000,-23.000,-23.000,-19.000,-13.000,-7.000,-42.000,-29.000,-13.000,-30.000,-36.000,-18.000,-11.000,-8.000,-25.000,-23.000,-22.000,-1.000,-20.000,-1.000,-5.000,-6.000,3.000,-23.000,2.000,-32.000,-2.000,-25.000,-1.000,-34.000,-6.000,-29.000,-26.000,-28.000,-29.000,-26.000,-20.000,-21.000,-13.000,-12.000,-24.000,-25.000,-21.000,-20.000,-36.000,-21.000,-14.000,-18.000,-12.000,0.000
'[16:17:00.406 12/08/2009]',-21.000,-20.000,-20.000,-16.000,-10.000,-10.000,-1.000,106.000,-20.000,-21.000,-19.000,-14.000,-11.000,-2.000,-21.000,-21.000,-20.000,-17.000,-19.000,-14.000,-8.000,-46.000,-30.000,-15.000,-31.000,-33.000,-18.000,-14.000,-15.000,-18.000,-17.000,-15.000,11.000,-17.000,-4.000,-10.000,-14.000,-4.000,-6.000,-3.000,-12.000,2.000,-1.000,-6.000,-11.000,-2.000,-7.000,-11.000,-16.000,-17.000,-18.000,-12.000,-11.000,-6.000,-2.000,-5.000,-10.000,-8.000,-7.000,-23.000,-4.000,1.000,-3.000,4.000,0.000
'[16:17:00.413 12/08/2009]',7.000,8.000,18.000,18.000,16.000,13.000,16.000,-245.000,16.000,13.000,17.000,16.000,-5.000,3.000,-5.000,-5.000,-6.000,-5.000,-8.000,-4.000,-1.000,-40.000,-23.000,-10.000,-23.000,-24.000,-12.000,-10.000,-5.000,-14.000,-10.000,-8.000,25.000,-9.000,1.000,-8.000,-12.000,2.000,-4.000,-2.000,-3.000,-3.000,8.000,1.000,4.000,-3.000,-5.000,-9.000,-15.000,-16.000,-16.000,-10.000,-11.000,-7.000,-3.000,-10.000,-14.000,-11.000,-10.000,-25.000,-10.000,-3.000,-7.000,-1.000,0.000
'[16:17:00.419 12/08/2009]',1.000,3.000,13.000,16.000,13.000,7.000,11.000,-337.000,4.000,2.000,7.000,7.000,-13.000,-3.000,-16.000,-16.000,-14.000,-14.000,-16.000,-13.000,-11.000,-48.000,-33.000,-23.000,-35.000,-29.000,-21.000,-19.000,-12.000,-29.000,-21.000,-21.000,12.000,-18.000,-10.000,-16.000,-17.000,-9.000,-23.000,-6.000,-22.000,-12.000,-17.000,-5.000,-25.000,-11.000,-23.000,-24.000,-28.000,-28.000,-26.000,-18.000,-20.000,-19.000,-13.000,-25.000,-26.000,-23.000,-22.000,-39.000,-25.000,-18.000,-22.000,-22.000,0.000
'[16:17:00.425 12/08/2009]',-20.000,-14.000,-9.000,-5.000,-8.000,-7.000,0.000,-267.000,-14.000,-13.000,-10.000,-7.000,-16.000,-10.000,-19.000,-18.000,-16.000,-18.000,-19.000,-17.000,-14.000,-52.000,-37.000,-29.000,-39.000,-34.000,-24.000,-21.000,-15.000,-27.000,-23.000,-22.000,7.000,-19.000,-12.000,-16.000,-17.000,-13.000,-19.000,-10.000,-17.000,-11.000,-8.000,-5.000,-14.000,-11.000,-9.000,-12.000,-16.000,-17.000,-20.000,-12.000,-17.000,-18.000,-14.000,-12.000,-13.000,-15.000,-19.000,-36.000,-15.000,-12.000,-17.000,-16.000,0.000
'[16:17:00.431 12/08/2009]',-13.000,-9.000,-8.000,-6.000,-8.000,-8.000,-7.000,5.000,-6.000,-8.000,-7.000,-5.000,-9.000,-5.000,-2.000,-1.000,-2.000,2.000,-9.000,-9.000,-10.000,-41.000,-27.000,-18.000,-26.000,-20.000,-14.000,-12.000,-9.000,-13.000,-11.000,-11.000,-2.000,-11.000,-4.000,-8.000,-11.000,-2.000,-5.000,-10.000,-8.000,-6.000,3.000,-6.000,8.000,-10.000,4.000,3.000,-2.000,-2.000,-7.000,-2.000,-12.000,-12.000,-11.000,0.000,-2.000,-6.000,-13.000,-32.000,-5.000,-5.000,-11.000,-8.000,0.000
'[16:17:00.438 12/08/2009]',-8.000,-4.000,-10.000,-4.000,-6.000,-6.000,-10.000,335.000,-4.000,-8.000,-7.000,-5.000,-3.000,3.000,3.000,5.000,4.000,3.000,-2.000,-4.000,-5.000,-33.000,-20.000,-13.000,-18.000,-12.000,-6.000,-6.000,-8.000,-7.000,-4.000,-5.000,-6.000,-6.000,-4.000,-2.000,-7.000,-1.000,-2.000,-6.000,-8.000,-5.000,-5.000,-13.000,-1.000,-8.000,-1.000,1.000,-2.000,0.000,-4.000,3.000,-8.000,-8.000,-8.000,-2.000,-1.000,-4.000,-10.000,-30.000,-4.000,-4.000,-12.000,-12.000,0.000
'[16:17:00.444 12/08/2009]',-13.000,-6.000,-10.000,-4.000,-3.000,0.000,2.000,333.000,-6.000,-8.000,-5.000,-2.000,3.000,8.000,-3.000,0.000,2.000,-8.000,0.000,1.000,-1.000,-31.000,-17.000,-12.000,-18.000,-10.000,-4.000,-2.000,-7.000,-10.000,-4.000,-3.000,-2.000,-1.000,-2.000,4.000,1.000,-9.000,-6.000,-3.000,-12.000,-6.000,-11.000,-15.000,-15.000,-5.000,-6.000,-1.000,-2.000,1.000,-2.000,7.000,-4.000,-4.000,-8.000,-5.000,-1.000,-2.000,-6.000,-30.000,-5.000,-3.000,-13.000,-11.000,0.000
'[16:17:00.450 12/08/2009]',-17.000,-6.000,-7.000,-1.000,1.000,2.000,2.000,276.000,-8.000,-8.000,-6.000,1.000,7.000,10.000,-4.000,-1.000,4.000,-4.000,2.000,4.000,1.000,-35.000,-22.000,-15.000,-23.000,-9.000,-8.000,-5.000,-10.000,-20.000,-8.000,-7.000,-13.000,-1.000,-3.000,-1.000,-3.000,-2.000,-15.000,-3.000,-20.000,-4.000,-20.000,-8.000,-18.000,-9.000,-8.000,-3.000,-4.000,1.000,-1.000,8.000,-2.000,-4.000,-7.000,-8.000,-1.000,1.000,-3.000,-27.000,-5.000,-1.000,-10.000,-8.000,0.000
'[16:17:00.456 12/08/2009]',-20.000,-7.000,-10.000,-4.000,-2.000,-2.000,-7.000,212.000,-8.000,-7.000,-4.000,2.000,8.000,7.000,-3.000,-1.000,5.000,-2.000,7.000,9.000,5.000,-40.000,-26.000,-14.000,-27.000,-12.000,-7.000,-6.000,-5.000,-20.000,-6.000,-5.000,-5.000,1.000,1.000,2.000,-2.000,3.000,-13.000,8.000,-17.000,1.000,-22.000,-2.000,-10.000,-2.000,-4.000,2.000,2.000,8.000,7.000,16.000,8.000,5.000,2.000,-3.000,5.000,10.000,7.000,-17.000,2.000,6.000,0.000,-7.000,0.000
'[16:17:00.463 12/08/2009]',-5.000,4.000,2.000,5.000,10.000,9.000,9.000,34.000,7.000,6.000,9.000,13.000,18.000,17.000,7.000,12.000,16.000,12.000,20.000,20.000,16.000,-35.000,-20.000,-8.000,-19.000,-6.000,-1.000,0.000,4.000,-10.000,4.000,5.000,-2.000,7.000,8.000,10.000,5.000,2.000,1.000,7.000,1.000,4.000,-3.000,5.000,3.000,8.000,5.000,12.000,12.000,16.000,14.000,24.000,14.000,12.000,7.000,2.000,10.000,15.000,14.000,-11.000,5.000,8.000,6.000,-2.000,0.000
'[16:17:00.469 12/08/2009]',4.000,10.000,5.000,8.000,13.000,10.000,7.000,192.000,12.000,8.000,8.000,13.000,19.000,22.000,17.000,18.000,22.000,22.000,21.000,22.000,20.000,-27.000,-14.000,-3.000,-9.000,2.000,2.000,1.000,11.000,5.000,10.000,10.000,-7.000,5.000,6.000,9.000,3.000,3.000,11.000,6.000,10.000,15.000,7.000,1.000,5.000,14.000,9.000,14.000,15.000,19.000,17.000,26.000,17.000,17.000,12.000,4.000,12.000,18.000,18.000,-6.000,8.000,13.000,10.000,3.000,0.000
'[16:17:00.475 12/08/2009]',18.000,23.000,21.000,20.000,22.000,23.000,22.000,-39.000,27.000,21.000,22.000,26.000,17.000,17.000,16.000,14.000,21.000,18.000,19.000,21.000,18.000,-19.000,-6.000,2.000,-3.000,4.000,3.000,1.000,15.000,12.000,8.000,7.000,6.000,1.000,2.000,5.000,-1.000,4.000,10.000,7.000,3.000,8.000,5.000,3.000,3.000,7.000,3.000,5.000,6.000,11.000,11.000,18.000,10.000,8.000,4.000,-1.000,5.000,11.000,8.000,-15.000,3.000,8.000,3.000,1.000,0.000
'[16:17:00.481 12/08/2009]',24.000,26.000,34.000,32.000,27.000,27.000,29.000,-316.000,31.000,24.000,27.000,26.000,5.000,5.000,2.000,3.000,11.000,8.000,7.000,8.000,5.000,-27.000,-14.000,-6.000,-9.000,-3.000,-4.000,-5.000,8.000,2.000,3.000,2.000,11.000,-2.000,0.000,2.000,-2.000,4.000,10.000,2.000,0.000,-1.000,3.000,0.000,1.000,2.000,1.000,4.000,5.000,8.000,7.000,15.000,7.000,3.000,1.000,-1.000,6.000,9.000,6.000,-16.000,3.000,8.000,3.000,1.000,0.000
'[16:17:00.488 12/08/2009]',21.000,22.000,25.000,24.000,20.000,19.000,22.000,-284.000,25.000,23.000,22.000,21.000,11.000,14.000,11.000,10.000,17.000,15.000,12.000,14.000,7.000,-19.000,-4.000,-1.000,0.000,3.000,7.000,6.000,14.000,12.000,13.000,14.000,10.000,10.000,13.000,13.000,9.000,8.000,17.000,6.000,11.000,3.000,12.000,-2.000,8.000,4.000,12.000,15.000,15.000,16.000,13.000,18.000,12.000,7.000,3.000,7.000,13.000,14.000,10.000,-13.000,8.000,11.000,5.000,0.000,0.000
'[16:17:00.494 12/08/2009]',32.000,32.000,39.000,33.000,29.000,31.000,39.000,-256.000,39.000,35.000,34.000,30.000,15.000,17.000,18.000,17.000,22.000,20.000,14.000,15.000,11.000,-12.000,1.000,4.000,4.000,3.000,12.000,10.000,15.000,15.000,17.000,17.000,14.000,13.000,17.000,16.000,11.000,8.000,15.000,5.000,14.000,2.000,15.000,-4.000,18.000,-1.000,17.000,18.000,16.000,15.000,11.000,16.000,11.000,6.000,2.000,11.000,14.000,13.000,8.000,-14.000,9.000,10.000,5.000,-3.000,0.000
'[16:17:00.500 12/08/2009]',26.000,27.000,31.000,30.000,27.000,22.000,20.000,-228.000,30.000,26.000,24.000,24.000,11.000,14.000,16.000,16.000,19.000,20.000,12.000,13.000,8.000,-16.000,-4.000,2.000,-4.000,1.000,7.000,5.000,15.000,8.000,13.000,12.000,8.000,10.000,13.000,10.000,4.000,6.000,13.000,5.000,11.000,0.000,15.000,3.000,15.000,3.000,16.000,16.000,13.000,12.000,10.000,13.000,12.000,9.000,8.000,12.000,15.000,15.000,13.000,-7.000,13.000,15.000,12.000,4.000,0.000
'[16:17:00.506 12/08/2009]',21.000,24.000,21.000,22.000,21.000,17.000,16.000,-206.000,27.000,24.000,23.000,25.000,18.000,21.000,21.000,21.000,22.000,29.000,21.000,21.000,18.000,-12.000,2.000,8.000,-1.000,3.000,15.000,15.000,26.000,15.000,21.000,20.000,14.000,16.000,21.000,20.000,18.000,14.000,18.000,20.000,13.000,13.000,15.000,18.000,16.000,17.000,18.000,18.000,16.000,16.000,17.000,21.000,19.000,17.000,16.000,16.000,18.000,20.000,20.000,0.000,17.000,20.000,18.000,11.000,0.000
